2026-07-23 05:06:28,235 [main ] INFO  ExtensionLoader - Initializing ExtensionTipsAndTricks - Tips and Tricks
2026-07-23 05:06:28,488 [main ] WARN  SeleniumManager - Unable to discover proper geckodriver version in offline mode
2026-07-23 05:06:28,580 [main ] ERROR ExtensionClientIntegration - Failed to get or create Firefox profile zap-client-profile
2026-07-23 05:06:28,788 [main ] INFO  CallbackService - Started callback service on 0.0.0.0:44297
2026-07-23 05:06:30,781 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Script Passive Scan Rules
2026-07-23 05:06:30,823 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Anti-clickjacking Header
2026-07-23 05:06:30,824 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Application Error Disclosure
2026-07-23 05:06:30,824 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Big Redirect Detected (Potential Sensitive Information Leak)
2026-07-23 05:06:30,824 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Re-examine Cache-control Directives
2026-07-23 05:06:30,824 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Charset Mismatch
2026-07-23 05:06:30,824 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Content Security Policy (CSP) Header Not Set
2026-07-23 05:06:30,825 [main ] INFO  ScanRuleManager - Loaded passive scan rule: CSP
2026-07-23 05:06:30,825 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Content-Type Header Missing
2026-07-23 05:06:30,825 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Cookie No HttpOnly Flag
2026-07-23 05:06:30,825 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Loosely Scoped Cookie
2026-07-23 05:06:30,826 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Cookie without SameSite Attribute
2026-07-23 05:06:30,826 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Cookie Without Secure Flag
2026-07-23 05:06:30,826 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Cross-Domain Misconfiguration
2026-07-23 05:06:30,826 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Cross-Domain JavaScript Source File Inclusion
2026-07-23 05:06:30,827 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Absence of Anti-CSRF Tokens
2026-07-23 05:06:30,827 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Directory Browsing
2026-07-23 05:06:30,827 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Hash Disclosure
2026-07-23 05:06:30,827 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Heartbleed OpenSSL Vulnerability (Indicative)
2026-07-23 05:06:30,827 [main ] INFO  ScanRuleManager - Loaded passive scan rule: In Page Banner Information Leak
2026-07-23 05:06:30,827 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Private IP Disclosure
2026-07-23 05:06:30,827 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Session ID in URL Rewrite
2026-07-23 05:06:30,828 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Information Disclosure - Debug Error Messages
2026-07-23 05:06:30,828 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Information Disclosure - Sensitive Information in URL
2026-07-23 05:06:30,828 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Information Disclosure - Sensitive Information in HTTP Referrer Header
2026-07-23 05:06:30,828 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Information Disclosure - Suspicious Comments
2026-07-23 05:06:30,828 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Weak Authentication Method
2026-07-23 05:06:30,828 [main ] INFO  ScanRuleManager - Loaded passive scan rule: HTTP to HTTPS Insecure Transition in Form Post
2026-07-23 05:06:30,828 [main ] INFO  ScanRuleManager - Loaded passive scan rule: HTTPS to HTTP Insecure Transition in Form Post
